date,produit_id,quantite_vendue,prix_unitaire,montant_total
2023-07-21,71,4,370.69,1482.76
2023-07-21,38,6,274.3,1645.8000000000002
2023-07-21,10,7,690.97,4836.79
2023-07-21,92,5,969.22,4846.1
2023-07-21,55,8,520.75,4166.0
2023-07-21,101,4,800.82,3203.28
2023-07-21,66,4,421.3,1685.2
2023-07-21,27,3,306.44,919.3199999999999
2023-07-21,46,5,566.65,2833.25
2023-07-21,56,5,283.81,1419.05
2023-07-21,88,8,824.19,6593.52
2023-07-21,54,4,13.01,52.04
2023-07-21,98,10,149.07,1490.6999999999998
2023-07-21,48,6,576.19,3457.1400000000003
2023-07-21,8,1,694.39,694.39
2023-07-21,19,9,622.88,5605.92
2023-07-21,45,2,870.52,1741.04
2023-07-21,31,2,893.41,1786.82
2023-07-21,75,4,832.48,3329.92
2023-07-21,40,6,679.48,4076.88
2023-07-21,1,2,620.21,1240.42
2023-07-21,23,5,555.48,2777.4
2023-07-21,80,3,952.98,2858.94
2023-07-21,24,5,847.41,4237.05
2023-07-21,93,3,641.75,1925.25
2023-07-21,6,7,832.16,5825.12
2023-07-21,90,7,129.01,903.0699999999999
2023-07-21,57,3,559.52,1678.56
2023-07-21,41,10,195.34,1953.4
2023-07-21,35,5,166.24,831.2
2023-07-21,22,2,168.85,337.7
2023-07-21,80,9,952.98,8576.82
2023-07-21,42,1,514.3,514.3
2023-07-21,87,8,128.29,1026.32
2023-07-21,59,10,152.23,1522.3
2023-07-21,86,8,560.99,4487.92
2023-07-21,37,9,56.42,507.78000000000003
2023-07-21,13,10,884.87,8848.7
2023-07-21,39,10,694.49,6944.9
2023-07-21,3,10,201.96,2019.6000000000001
2023-07-21,91,7,223.18,1562.26
2023-07-21,74,1,565.28,565.28
2023-07-21,90,5,129.01,645.05
2023-07-21,45,4,870.52,3482.08
2023-07-21,84,5,446.93,2234.65
2023-07-21,73,6,66.64,399.84000000000003
2023-07-21,2,8,318.39,2547.12
2023-07-21,83,8,748.88,5991.04
2023-07-21,46,4,566.65,2266.6
2023-07-21,100,1,174.71,174.71
2023-07-21,62,2,978.15,1956.3
2023-07-21,94,2,434.39,868.78
2023-07-21,19,2,622.88,1245.76
2023-07-21,20,9,293.45,2641.0499999999997
2023-07-21,9,5,325.17,1625.8500000000001
2023-07-21,69,9,616.83,5551.47
2023-07-21,82,7,384.86,2694.02
2023-07-21,1,8,620.21,4961.68
2023-07-21,53,6,97.21,583.26
2023-07-21,87,7,128.29,898.03
2023-07-21,55,6,520.75,3124.5
2023-07-21,85,1,249.75,249.75
2023-07-21,62,3,978.15,2934.45
2023-07-21,19,6,622.88,3737.2799999999997
2023-07-21,14,3,401.77,1205.31
2023-07-21,68,9,733.32,6599.88
2023-07-21,105,1,982.1,982.1
2023-07-21,49,4,128.86,515.44
2023-07-21,46,10,566.65,5666.5
2023-07-21,39,8,694.49,5555.92
2023-07-21,62,7,978.15,6847.05
2023-07-21,30,10,989.05,9890.5
2023-07-21,94,4,434.39,1737.56
2023-07-21,5,10,226.95,2269.5
2023-07-21,12,9,313.23,2819.07
2023-07-21,1,7,620.21,4341.47
2023-07-21,21,7,524.23,3669.61
2023-07-21,50,9,891.34,8022.06
2023-07-21,86,4,560.99,2243.96
2023-07-21,65,2,239.82,479.64
2023-07-21,48,10,576.19,5761.900000000001
2023-07-21,45,7,870.52,6093.639999999999
2023-07-21,9,3,325.17,975.51
2023-07-21,32,6,729.52,4377.12
2023-07-21,68,5,733.32,3666.6000000000004
2023-07-21,71,6,370.69,2224.14
2023-07-21,33,5,264.73,1323.65
2023-07-21,95,2,368.97,737.94
2023-07-21,84,2,446.93,893.86
2023-07-21,16,9,399.38,3594.42
2023-07-21,40,7,679.48,4756.360000000001
2023-07-21,77,9,500.37,4503.33
2023-07-21,53,7,97.21,680.4699999999999
2023-07-21,37,7,56.42,394.94
2023-07-21,58,1,438.19,438.19
2023-07-21,22,6,168.85,1013.0999999999999
2023-07-21,23,1,555.48,555.48
2023-07-21,48,4,576.19,2304.76
2023-07-21,41,2,195.34,390.68
2023-07-21,92,10,969.22,9692.2
2023-07-21,47,4,353.48,1413.92
2023-07-21,98,3,149.07,447.21
2023-07-21,36,4,683.51,2734.04
2023-07-21,28,9,416.0,3744.0
2023-07-21,26,5,676.77,3383.85
2023-07-21,46,8,566.65,4533.2
2023-07-21,78,6,793.14,4758.84
2023-07-21,79,9,842.18,7579.62
2023-07-21,96,6,669.79,4018.74
2023-07-21,14,7,401.77,2812.39
2023-07-21,49,3,128.86,386.58000000000004
2023-07-21,43,8,201.16,1609.28
2023-07-21,76,9,890.23,8012.07
2023-07-21,41,5,195.34,976.7
2023-07-21,33,8,264.73,2117.84
2023-07-21,61,5,813.34,4066.7000000000003
2023-07-21,1,2,620.21,1240.42
2023-07-21,27,1,306.44,306.44
2023-07-21,15,6,898.16,5388.96
2023-07-21,70,4,820.08,3280.32
2023-07-21,66,2,421.3,842.6
2023-07-21,101,8,800.82,6406.56
2023-07-21,98,5,149.07,745.3499999999999
2023-07-21,85,10,249.75,2497.5
2023-07-21,64,2,719.57,1439.14
2023-07-21,7,1,951.34,951.34
2023-07-21,29,3,356.09,1068.27
2023-07-21,43,4,201.16,804.64
2023-07-21,3,6,201.96,1211.76
2023-07-21,92,10,969.22,9692.2
2023-07-21,27,5,306.44,1532.2
2023-07-21,57,7,559.52,3916.64
2023-07-21,35,5,166.24,831.2
2023-07-21,32,9,729.52,6565.68
2023-07-21,54,6,13.01,78.06
2023-07-21,72,8,547.54,4380.32
2023-07-21,14,1,401.77,401.77
2023-07-21,63,3,169.79,509.37
2023-07-21,17,4,290.58,1162.32
2023-07-21,67,7,46.54,325.78
2023-07-21,60,3,491.01,1473.03
2023-07-21,48,6,576.19,3457.1400000000003
2023-07-21,103,9,276.11,2484.9900000000002
2023-07-21,82,9,384.86,3463.7400000000002
2023-07-21,29,9,356.09,3204.81
2023-07-21,77,2,500.37,1000.74
2023-07-21,66,9,421.3,3791.7000000000003
2023-07-21,56,7,283.81,1986.67
2023-07-21,63,6,169.79,1018.74
2023-07-21,17,3,290.58,871.74
2023-07-21,86,8,560.99,4487.92
2023-07-21,53,6,97.21,583.26
2023-07-21,91,8,223.18,1785.44
2023-07-21,83,2,748.88,1497.76
2023-07-21,1,3,620.21,1860.63
2023-07-21,24,10,847.41,8474.1
2023-07-21,86,6,560.99,3365.94
2023-07-21,16,10,399.38,3993.8
2023-07-21,62,7,978.15,6847.05
2023-07-21,55,3,520.75,1562.25
2023-07-21,60,8,491.01,3928.08
2023-07-21,59,3,152.23,456.68999999999994
2023-07-21,26,1,676.77,676.77
2023-07-21,44,6,236.52,1419.1200000000001
2023-07-21,82,4,384.86,1539.44
2023-07-21,38,2,274.3,548.6
2023-07-21,78,9,793.14,7138.26
2023-07-21,93,3,641.75,1925.25
2023-07-21,96,4,669.79,2679.16
2023-07-21,3,7,201.96,1413.72
2023-07-21,87,3,128.29,384.87
2023-07-21,49,1,128.86,128.86
2023-07-21,31,6,893.41,5360.46
2023-07-21,45,5,870.52,4352.6
2023-07-21,8,4,694.39,2777.56
2023-07-21,18,9,604.72,5442.4800000000005
2023-07-21,19,2,622.88,1245.76
2023-07-21,98,4,149.07,596.28
2023-07-21,103,4,276.11,1104.44
2023-07-21,28,6,416.0,2496.0
2023-07-21,88,1,824.19,824.19
2023-07-21,60,9,491.01,4419.09
2023-07-21,62,4,978.15,3912.6
2023-07-21,76,1,890.23,890.23
2023-07-21,75,7,832.48,5827.360000000001
2023-07-21,78,4,793.14,3172.56
2023-07-21,48,7,576.19,4033.3300000000004
2023-07-21,20,1,293.45,293.45
2023-07-21,74,5,565.28,2826.3999999999996
2023-07-21,6,7,832.16,5825.12
2023-07-21,56,10,283.81,2838.1
2023-07-21,60,5,491.01,2455.05
2023-07-21,59,9,152.23,1370.07
2023-07-21,1,6,620.21,3721.26
2023-07-21,35,1,166.24,166.24
2023-07-21,50,9,891.34,8022.06
2023-07-21,26,2,676.77,1353.54
2023-07-21,93,2,641.75,1283.5
2023-07-21,5,8,226.95,1815.6
2023-07-21,84,9,446.93,4022.37
2023-07-21,1,9,620.21,5581.89
2023-07-21,102,3,436.37,1309.1100000000001
2023-07-21,22,4,168.85,675.4
2023-07-21,98,3,149.07,447.21
2023-07-21,15,10,898.16,8981.6
2023-07-21,105,6,982.1,5892.6
2023-07-21,39,1,694.49,694.49
2023-07-21,20,3,293.45,880.3499999999999
2023-07-21,2,10,318.39,3183.8999999999996
2023-07-21,16,7,399.38,2795.66
2023-07-21,96,4,669.79,2679.16
2023-07-21,71,5,370.69,1853.45
2023-07-21,66,4,421.3,1685.2
2023-07-21,17,1,290.58,290.58
2023-07-21,80,4,952.98,3811.92
2023-07-21,64,6,719.57,4317.42
2023-07-21,30,5,989.05,4945.25
2023-07-21,53,3,97.21,291.63
2023-07-21,47,2,353.48,706.96
2023-07-21,44,3,236.52,709.5600000000001
2023-07-21,18,8,604.72,4837.76
2023-07-21,97,8,741.22,5929.76
2023-07-21,100,1,174.71,174.71
2023-07-21,72,6,547.54,3285.24
2023-07-21,43,2,201.16,402.32
2023-07-21,74,7,565.28,3956.96
2023-07-21,36,3,683.51,2050.5299999999997
2023-07-21,99,2,934.2,1868.4
2023-07-21,24,2,847.41,1694.82
2023-07-21,57,5,559.52,2797.6
2023-07-21,59,7,152.23,1065.61
2023-07-21,52,7,273.99,1917.93
2023-07-21,4,1,469.94,469.94
2023-07-21,67,7,46.54,325.78
2023-07-21,5,4,226.95,907.8
2023-07-21,33,3,264.73,794.19
2023-07-21,73,2,66.64,133.28
2023-07-21,88,2,824.19,1648.38
2023-07-21,20,4,293.45,1173.8
2023-07-21,66,4,421.3,1685.2
2023-07-21,80,3,952.98,2858.94
2023-07-21,18,1,604.72,604.72
2023-07-21,64,6,719.57,4317.42
2023-07-21,40,8,679.48,5435.84
2023-07-21,9,5,325.17,1625.8500000000001
2023-07-21,29,9,356.09,3204.81
2023-07-21,103,7,276.11,1932.77
2023-07-21,83,2,748.88,1497.76
2023-07-21,28,4,416.0,1664.0
2023-07-21,15,3,898.16,2694.48
2023-07-21,92,3,969.22,2907.66
2023-07-21,48,3,576.19,1728.5700000000002
2023-07-21,14,3,401.77,1205.31
2023-07-21,101,10,800.82,8008.200000000001
2023-07-21,49,2,128.86,257.72
2023-07-21,27,6,306.44,1838.6399999999999
2023-07-21,81,1,860.02,860.02
2023-07-21,21,6,524.23,3145.38
2023-07-21,19,5,622.88,3114.4
2023-07-21,69,2,616.83,1233.66
2023-07-21,94,5,434.39,2171.95
2023-07-21,45,9,870.52,7834.68
2023-07-21,75,4,832.48,3329.92
2023-07-21,39,3,694.49,2083.4700000000003
2023-07-21,71,3,370.69,1112.07
2023-07-21,90,3,129.01,387.03
2023-07-21,77,3,500.37,1501.1100000000001
2023-07-21,88,10,824.19,8241.900000000001
2023-07-21,94,5,434.39,2171.95
2023-07-21,19,10,622.88,6228.8
2023-07-21,2,6,318.39,1910.34
2023-07-21,51,1,750.63,750.63
2023-07-21,87,9,128.29,1154.61
2023-07-21,48,7,576.19,4033.3300000000004
2023-07-21,9,9,325.17,2926.53
2023-07-21,22,7,168.85,1181.95
2023-07-21,29,7,356.09,2492.6299999999997
2023-07-21,20,10,293.45,2934.5
2023-07-21,83,9,748.88,6739.92
2023-07-21,49,2,128.86,257.72
2023-07-21,44,1,236.52,236.52
2023-07-21,61,9,813.34,7320.06
2023-07-21,91,10,223.18,2231.8
2023-07-21,45,3,870.52,2611.56
2023-07-21,4,7,469.94,3289.58
2023-07-21,104,5,748.03,3740.1499999999996
2023-07-21,80,5,952.98,4764.9
2023-07-21,60,7,491.01,3437.0699999999997
2023-07-21,81,7,860.02,6020.139999999999
2023-07-21,19,5,622.88,3114.4
2023-07-21,87,9,128.29,1154.61
2023-07-21,93,7,641.75,4492.25
2023-07-21,101,9,800.82,7207.38
2023-07-21,96,9,669.79,6028.11
2023-07-21,75,2,832.48,1664.96
2023-07-21,42,5,514.3,2571.5
2023-07-21,104,9,748.03,6732.2699999999995
2023-07-21,54,8,13.01,104.08
2023-07-21,67,1,46.54,46.54
2023-07-21,34,4,96.63,386.52
2023-07-21,48,2,576.19,1152.38
2023-07-21,83,5,748.88,3744.4
2023-07-21,45,8,870.52,6964.16
2023-07-21,40,1,679.48,679.48
2023-07-21,31,6,893.41,5360.46
2023-07-21,102,4,436.37,1745.48
2023-07-21,35,3,166.24,498.72
2023-07-21,105,9,982.1,8838.9
2023-07-21,82,4,384.86,1539.44
2023-07-21,63,5,169.79,848.9499999999999
2023-07-21,76,8,890.23,7121.84
2023-07-21,74,10,565.28,5652.799999999999
2023-07-21,24,2,847.41,1694.82
2023-07-21,16,3,399.38,1198.1399999999999
2023-07-21,28,3,416.0,1248.0
2023-07-21,70,7,820.08,5740.56
2023-07-21,36,3,683.51,2050.5299999999997
2023-07-21,50,2,891.34,1782.68
2023-07-21,65,4,239.82,959.28
2023-07-21,15,2,898.16,1796.32
2023-07-21,77,2,500.37,1000.74
2023-07-21,1,5,620.21,3101.05
2023-07-21,78,4,793.14,3172.56
2023-07-21,94,8,434.39,3475.12
2023-07-21,77,9,500.37,4503.33
2023-07-21,13,2,884.87,1769.74
2023-07-21,48,3,576.19,1728.5700000000002
2023-07-21,54,5,13.01,65.05
2023-07-21,56,3,283.81,851.4300000000001
2023-07-21,60,9,491.01,4419.09
2023-07-21,49,9,128.86,1159.7400000000002
2023-07-21,19,8,622.88,4983.04
2023-07-21,93,10,641.75,6417.5
2023-07-21,99,8,934.2,7473.6
2023-07-21,83,7,748.88,5242.16
2023-07-21,67,9,46.54,418.86
2023-07-21,16,9,399.38,3594.42
2023-07-21,21,7,524.23,3669.61
2023-07-21,34,2,96.63,193.26
2023-07-21,74,2,565.28,1130.56
2023-07-21,92,10,969.22,9692.2
2023-07-21,2,5,318.39,1591.9499999999998
2023-07-21,73,2,66.64,133.28
2023-07-21,75,4,832.48,3329.92
2023-07-21,48,4,576.19,2304.76
2023-07-21,23,5,555.48,2777.4
2023-07-21,56,8,283.81,2270.48
2023-07-21,30,7,989.05,6923.349999999999
2023-07-21,55,7,520.75,3645.25
2023-07-21,4,9,469.94,4229.46
2023-07-21,105,4,982.1,3928.4
2023-07-21,10,4,690.97,2763.88
2023-07-21,13,4,884.87,3539.48
2023-07-21,41,10,195.34,1953.4
2023-07-21,79,7,842.18,5895.259999999999
2023-07-21,47,8,353.48,2827.84
2023-07-21,91,8,223.18,1785.44
2023-07-21,35,7,166.24,1163.68
2023-07-21,27,3,306.44,919.3199999999999
2023-07-21,70,9,820.08,7380.72
2023-07-21,13,4,884.87,3539.48
2023-07-21,25,10,751.81,7518.099999999999
2023-07-21,29,4,356.09,1424.36
2023-07-21,78,4,793.14,3172.56
2023-07-21,60,5,491.01,2455.05
2023-07-21,34,3,96.63,289.89
2023-07-21,42,9,514.3,4628.7
2023-07-21,8,7,694.39,4860.73
2023-07-21,77,4,500.37,2001.48
2023-07-21,102,9,436.37,3927.33
2023-07-21,47,10,353.48,3534.8
2023-07-21,31,3,893.41,2680.23
2023-07-21,95,3,368.97,1106.91
2023-07-21,99,3,934.2,2802.6000000000004
2023-07-21,90,7,129.01,903.0699999999999
2023-07-21,85,2,249.75,499.5
2023-07-21,39,5,694.49,3472.45
2023-07-21,86,10,560.99,5609.9
2023-07-21,87,6,128.29,769.74
2023-07-21,38,4,274.3,1097.2
2023-07-21,102,10,436.37,4363.7
2023-07-21,74,9,565.28,5087.5199999999995
2023-07-21,2,8,318.39,2547.12
2023-07-21,70,4,820.08,3280.32
2023-07-21,84,10,446.93,4469.3
2023-07-21,73,6,66.64,399.84000000000003
2023-07-21,89,3,789.29,2367.87
2023-07-21,77,3,500.37,1501.1100000000001
2023-07-21,61,4,813.34,3253.36
2023-07-21,23,7,555.48,3888.36
2023-07-21,78,4,793.14,3172.56
2023-07-21,36,1,683.51,683.51
2023-07-21,92,10,969.22,9692.2
2023-07-21,3,5,201.96,1009.8000000000001
2023-07-21,8,5,694.39,3471.95
2023-07-21,93,5,641.75,3208.75
2023-07-21,39,8,694.49,5555.92
2023-07-21,101,2,800.82,1601.64
2023-07-21,11,9,480.35,4323.150000000001
2023-07-21,71,7,370.69,2594.83
2023-07-21,14,8,401.77,3214.16
2023-07-21,25,6,751.81,4510.86
2023-07-21,46,1,566.65,566.65
2023-07-21,82,7,384.86,2694.02
2023-07-21,13,8,884.87,7078.96
2023-07-21,64,7,719.57,5036.990000000001
2023-07-21,6,7,832.16,5825.12
2023-07-21,39,2,694.49,1388.98
2023-07-21,57,1,559.52,559.52
2023-07-21,83,9,748.88,6739.92
2023-07-21,29,5,356.09,1780.4499999999998
2023-07-21,37,10,56.42,564.2
2023-07-21,78,4,793.14,3172.56
2023-07-21,21,1,524.23,524.23
2023-07-21,72,5,547.54,2737.7
2023-07-21,32,3,729.52,2188.56
2023-07-21,1,6,620.21,3721.26
2023-07-21,14,8,401.77,3214.16
2023-07-21,98,8,149.07,1192.56
2023-07-21,81,3,860.02,2580.06
2023-07-21,30,10,989.05,9890.5
2023-07-21,93,4,641.75,2567.0
2023-07-21,71,10,370.69,3706.9
2023-07-21,79,2,842.18,1684.36
2023-07-21,96,6,669.79,4018.74
2023-07-21,105,2,982.1,1964.2
2023-07-21,42,4,514.3,2057.2
2023-07-21,52,10,273.99,2739.9
2023-07-21,60,4,491.01,1964.04
2023-07-21,37,8,56.42,451.36
2023-07-21,27,3,306.44,919.3199999999999
2023-07-21,50,5,891.34,4456.7
2023-07-21,15,4,898.16,3592.64
2023-07-21,26,2,676.77,1353.54
2023-07-21,61,10,813.34,8133.400000000001
2023-07-21,38,4,274.3,1097.2
2023-07-21,31,2,893.41,1786.82
2023-07-21,52,9,273.99,2465.91
2023-07-21,46,6,566.65,3399.8999999999996
2023-07-21,29,7,356.09,2492.6299999999997
2023-07-21,25,3,751.81,2255.43
2023-07-21,82,2,384.86,769.72
2023-07-21,86,10,560.99,5609.9
2023-07-21,9,9,325.17,2926.53
2023-07-21,5,8,226.95,1815.6
2023-07-21,53,6,97.21,583.26
2023-07-21,70,8,820.08,6560.64
2023-07-21,89,5,789.29,3946.45
2023-07-21,1,8,620.21,4961.68
2023-07-21,21,6,524.23,3145.38
2023-07-21,79,10,842.18,8421.8
2023-07-21,73,9,66.64,599.76
2023-07-21,49,9,128.86,1159.7400000000002
2023-07-21,56,6,283.81,1702.8600000000001
2023-07-21,33,4,264.73,1058.92
2023-07-21,13,8,884.87,7078.96
2023-07-21,97,2,741.22,1482.44
2023-07-21,62,5,978.15,4890.75
2023-07-21,63,4,169.79,679.16
2023-07-21,15,8,898.16,7185.28
2023-07-21,50,4,891.34,3565.36
2023-07-21,70,4,820.08,3280.32
2023-07-21,73,5,66.64,333.2
2023-07-21,6,4,832.16,3328.64
2023-07-21,61,6,813.34,4880.04
2023-07-21,101,7,800.82,5605.740000000001
2023-07-21,99,10,934.2,9342.0
2023-07-21,58,1,438.19,438.19
2023-07-21,40,8,679.48,5435.84
2023-07-21,48,4,576.19,2304.76
2023-07-21,25,1,751.81,751.81
2023-07-21,65,8,239.82,1918.56
2023-07-21,84,3,446.93,1340.79
2023-07-21,7,2,951.34,1902.68
2023-07-21,32,6,729.52,4377.12
2023-07-21,48,1,576.19,576.19
2023-07-21,21,5,524.23,2621.15
2023-07-21,3,2,201.96,403.92
2023-07-21,62,6,978.15,5868.9
2023-07-21,2,5,318.39,1591.9499999999998
2023-07-21,41,5,195.34,976.7
2023-07-21,26,10,676.77,6767.7
2023-07-21,82,7,384.86,2694.02
2023-07-21,100,6,174.71,1048.26
2023-07-21,101,1,800.82,800.82
2023-07-21,74,9,565.28,5087.5199999999995
2023-07-21,17,4,290.58,1162.32
2023-07-21,29,4,356.09,1424.36
2023-07-21,66,6,421.3,2527.8
2023-07-21,84,5,446.93,2234.65
2023-07-21,58,1,438.19,438.19
2023-07-21,37,1,56.42,56.42
2023-07-21,42,3,514.3,1542.8999999999999
2023-07-21,8,9,694.39,6249.51
2023-07-21,59,6,152.23,913.3799999999999
2023-07-21,103,7,276.11,1932.77
2023-07-21,60,6,491.01,2946.06
2023-07-21,97,10,741.22,7412.200000000001
2023-07-21,27,6,306.44,1838.6399999999999
2023-07-21,85,1,249.75,249.75
2023-07-21,43,9,201.16,1810.44
2023-07-21,104,4,748.03,2992.12
2023-07-21,36,5,683.51,3417.55
2023-07-21,22,6,168.85,1013.0999999999999
2023-07-21,71,7,370.69,2594.83
2023-07-21,95,7,368.97,2582.79
2023-07-21,71,10,370.69,3706.9
2023-07-21,39,10,694.49,6944.9
2023-07-21,46,10,566.65,5666.5
2023-07-21,56,5,283.81,1419.05
2023-07-21,43,3,201.16,603.48
2023-07-21,41,1,195.34,195.34
2023-07-21,93,7,641.75,4492.25
2023-07-21,36,1,683.51,683.51
2023-07-21,91,1,223.18,223.18
2023-07-21,105,10,982.1,9821.0
2023-07-21,11,9,480.35,4323.150000000001
2023-07-21,24,3,847.41,2542.23
2023-07-21,54,2,13.01,26.02
2023-07-21,82,5,384.86,1924.3000000000002
2023-07-21,7,4,951.34,3805.36
2023-07-21,59,10,152.23,1522.3
2023-07-21,96,8,669.79,5358.32
2023-07-21,12,2,313.23,626.46
2023-07-21,74,2,565.28,1130.56
2023-07-21,3,3,201.96,605.88
2023-07-21,64,1,719.57,719.57
2023-07-21,87,2,128.29,256.58
2023-07-21,46,10,566.65,5666.5
2023-07-21,3,1,201.96,201.96
2023-07-21,57,1,559.52,559.52
2023-07-21,19,7,622.88,4360.16
2023-07-21,77,1,500.37,500.37
2023-07-21,25,4,751.81,3007.24
2023-07-21,12,10,313.23,3132.3
2023-07-21,47,3,353.48,1060.44
2023-07-21,78,9,793.14,7138.26
2023-07-21,7,9,951.34,8562.06
2023-07-21,71,8,370.69,2965.52
2023-07-21,62,4,978.15,3912.6
2023-07-21,50,1,891.34,891.34
2023-07-21,46,10,566.65,5666.5
2023-07-21,20,5,293.45,1467.25
2023-07-21,81,8,860.02,6880.16
2023-07-21,99,3,934.2,2802.6000000000004
2023-07-21,8,7,694.39,4860.73
2023-07-21,76,7,890.23,6231.610000000001
2023-07-21,57,4,559.52,2238.08
2023-07-21,94,10,434.39,4343.9
2023-07-21,58,3,438.19,1314.57
2023-07-21,4,6,469.94,2819.64
2023-07-21,54,7,13.01,91.07
2023-07-21,55,8,520.75,4166.0
2023-07-21,65,5,239.82,1199.1
2023-07-21,7,6,951.34,5708.04
2023-07-21,5,1,226.95,226.95
2023-07-21,23,2,555.48,1110.96
2023-07-21,63,3,169.79,509.37
2023-07-21,98,6,149.07,894.42
2023-07-21,40,9,679.48,6115.32
2023-07-21,34,1,96.63,96.63
2023-07-21,95,1,368.97,368.97
2023-07-21,73,3,66.64,199.92000000000002
2023-07-21,42,6,514.3,3085.7999999999997
2023-07-21,27,10,306.44,3064.4
2023-07-21,83,5,748.88,3744.4
2023-07-21,53,9,97.21,874.89
2023-07-21,72,3,547.54,1642.62
2023-07-21,1,5,620.21,3101.05
2023-07-21,13,10,884.87,8848.7
2023-07-21,22,7,168.85,1181.95
2023-07-21,71,1,370.69,370.69
2023-07-21,81,7,860.02,6020.139999999999
2023-07-21,50,10,891.34,8913.4
2023-07-21,44,9,236.52,2128.6800000000003
2023-07-21,84,4,446.93,1787.72
2023-07-21,21,10,524.23,5242.3
2023-07-21,77,7,500.37,3502.59
2023-07-21,101,1,800.82,800.82
2023-07-21,62,7,978.15,6847.05
2023-07-21,25,7,751.81,5262.67
2023-07-21,11,2,480.35,960.7
2023-07-21,33,7,264.73,1853.1100000000001
2023-07-21,52,3,273.99,821.97
2023-07-21,94,9,434.39,3909.5099999999998
2023-07-21,14,9,401.77,3615.93
2023-07-21,83,6,748.88,4493.28
2023-07-21,4,7,469.94,3289.58
2023-07-21,22,9,168.85,1519.6499999999999
2023-07-21,52,2,273.99,547.98
2023-07-21,29,3,356.09,1068.27
2023-07-21,28,3,416.0,1248.0
2023-07-21,48,3,576.19,1728.5700000000002
2023-07-21,53,4,97.21,388.84
2023-07-21,92,3,969.22,2907.66
2023-07-21,90,7,129.01,903.0699999999999
2023-07-21,76,2,890.23,1780.46
2023-07-21,54,10,13.01,130.1
2023-07-21,58,6,438.19,2629.14
2023-07-21,102,10,436.37,4363.7
2023-07-21,17,1,290.58,290.58
2023-07-21,5,2,226.95,453.9
2023-07-21,96,9,669.79,6028.11
2023-07-21,39,1,694.49,694.49
2023-07-21,87,6,128.29,769.74
2023-07-21,32,2,729.52,1459.04
2023-07-21,49,6,128.86,773.1600000000001
2023-07-21,41,9,195.34,1758.06
2023-07-21,85,3,249.75,749.25
2023-07-21,61,10,813.34,8133.400000000001
2023-07-21,35,2,166.24,332.48
2023-07-21,82,4,384.86,1539.44
2023-07-21,61,9,813.34,7320.06
2023-07-21,50,7,891.34,6239.38
2023-07-21,99,2,934.2,1868.4
2023-07-21,102,3,436.37,1309.1100000000001
2023-07-21,100,4,174.71,698.84
2023-07-21,11,3,480.35,1441.0500000000002
2023-07-21,93,4,641.75,2567.0
2023-07-21,7,10,951.34,9513.4
2023-07-21,12,7,313.23,2192.61
2023-07-21,94,1,434.39,434.39
2023-07-21,71,5,370.69,1853.45
2023-07-21,13,4,884.87,3539.48
2023-07-21,15,4,898.16,3592.64
2023-07-21,33,10,264.73,2647.3
2023-07-21,78,9,793.14,7138.26
2023-07-21,76,6,890.23,5341.38
2023-07-21,87,9,128.29,1154.61
2023-07-21,39,5,694.49,3472.45
2023-07-21,66,1,421.3,421.3
2023-07-21,59,8,152.23,1217.84
2023-07-21,35,1,166.24,166.24
2023-07-21,104,5,748.03,3740.1499999999996
2023-07-21,1,4,620.21,2480.84
2023-07-21,30,6,989.05,5934.299999999999
2023-07-21,89,5,789.29,3946.45
2023-07-21,18,10,604.72,6047.200000000001
2023-07-21,99,4,934.2,3736.8
2023-07-21,83,2,748.88,1497.76
2023-07-21,25,8,751.81,6014.48
2023-07-21,7,1,951.34,951.34
2023-07-21,26,3,676.77,2030.31
2023-07-21,37,4,56.42,225.68
2023-07-21,23,9,555.48,4999.32
2023-07-21,20,5,293.45,1467.25
2023-07-21,4,3,469.94,1409.82
2023-07-21,95,1,368.97,368.97
2023-07-21,8,2,694.39,1388.78
2023-07-21,5,8,226.95,1815.6
2023-07-21,98,9,149.07,1341.6299999999999
2023-07-21,80,3,952.98,2858.94
2023-07-21,91,10,223.18,2231.8
2023-07-21,20,9,293.45,2641.0499999999997
2023-07-21,65,4,239.82,959.28
2023-07-21,102,6,436.37,2618.2200000000003
2023-07-21,96,8,669.79,5358.32
2023-07-21,72,2,547.54,1095.08
2023-07-21,35,3,166.24,498.72
2023-07-21,11,3,480.35,1441.0500000000002
2023-07-21,57,5,559.52,2797.6
2023-07-21,61,7,813.34,5693.38
2023-07-21,91,9,223.18,2008.6200000000001
2023-07-21,98,1,149.07,149.07
2023-07-21,88,4,824.19,3296.76
2023-07-21,22,4,168.85,675.4
2023-07-21,69,7,616.83,4317.81
2023-07-21,25,5,751.81,3759.0499999999997
2023-07-21,76,7,890.23,6231.610000000001
2023-07-21,52,2,273.99,547.98
2023-07-21,73,7,66.64,466.48
2023-07-21,24,9,847.41,7626.69
2023-07-21,19,6,622.88,3737.2799999999997
2023-07-21,41,7,195.34,1367.38
2023-07-21,53,9,97.21,874.89
2023-07-21,66,3,421.3,1263.9
2023-07-21,1,2,620.21,1240.42
2023-07-21,17,5,290.58,1452.8999999999999
2023-07-21,51,9,750.63,6755.67
2023-07-21,102,3,436.37,1309.1100000000001
2023-07-21,81,5,860.02,4300.1
2023-07-21,89,10,789.29,7892.9
2023-07-21,80,9,952.98,8576.82
2023-07-21,2,5,318.39,1591.9499999999998
